product_id,product_name,category,brand,price
166,Plus Bottle,Electronics,NovaTech,56676.89
167,Classic Novel,Electronics,Voltix,24465.23
168,Ultra Headphones,Sports,PlayPro,7195.47
169,Lite Novel,Home & Kitchen,CookEase,7352.12
170,Smart Bottle,Electronics,SoundMax,43780.96
171,Premium Watch,Fashion,StyleHub,4354.79
172,Classic Keyboard,Electronics,SoundMax,20393.36
173,Premium Sneakers,Electronics,SoundMax,28352.19
174,Pro Keyboard,Fashion,StyleHub,7554.8
175,Essential Keyboard,Home & Kitchen,Oak & Co,6564.72
176,Daily Jacket,Electronics,PixelPro,64241.34
177,Pro Mixer,Fashion,Aster,5438.75
178,Plus Jacket,Home & Kitchen,CookEase,13502.68
179,Classic Monitor,Fashion,TrendLine,1358.86
180,Plus Watch,Electronics,SoundMax,17002.0
181,Pro Sneakers,Electronics,Voltix,14975.03
182,Premium Bottle,Electronics,NovaTech,47274.11
183,Premium Watch,Fashion,UrbanWear,7795.05
184,Classic Lamp,Beauty,HerbalNest,5287.99
185,Max Speaker,Electronics,Voltix,2799.95
186,Classic Novel,Sports,ActiveX,2955.15
187,Lite Cookware,Beauty,CarePlus,1112.09
188,Essential Jacket,Electronics,PixelPro,78073.69
189,Premium Keyboard,Electronics,SoundMax,19460.33
190,Lite Skincare Set,Electronics,SoundMax,16744.0
191,Smart Sneakers,Electronics,PixelPro,49973.32
192,Lite Backpack,Home & Kitchen,HomeNest,14082.19
193,Plus Lamp,Electronics,NovaTech,18687.44
194,Premium Backpack,Sports,PlayPro,6802.54
195,Essential Novel,Home & Kitchen,PureHome,2786.38
196,Smart Headphones,Beauty,CarePlus,312.34
197,Premium Backpack,Sports,ActiveX,1099.42
198,Smart Monitor,Home & Kitchen,CookEase,9375.76
199,Lite Mixer,Books,Harper,1758.78
200,Pro Jacket,Books,Maple Press,1052.96
201,Classic Jacket,Fashion,TrendLine,6111.39
202,Ultra Yoga Mat,Electronics,Voltix,26262.46
203,Essential Headphones,Fashion,Aster,5838.91
204,Smart Watch,Electronics,PixelPro,77321.55
205,Daily Sneakers,Home & Kitchen,PureHome,9200.92
206,Daily Watch,Fashion,StyleHub,7992.76
207,Plus Mixer,Home & Kitchen,Oak & Co,16104.88
208,Premium Yoga Mat,Sports,ActiveX,7561.34
209,Pro Mixer,Fashion,Aster,2241.69
210,Smart Yoga Mat,Home & Kitchen,CookEase,16220.03
211,Plus Skincare Set,Fashion,UrbanWear,4234.75
212,Essential Yoga Mat,Sports,FitCore,9577.11
213,Smart Skincare Set,Beauty,Lumi,5447.12
214,Daily Watch,Electronics,Voltix,32216.47
215,Pro Lamp,Beauty,Lumi,5691.84
216,Lite Jacket,Electronics,Voltix,70877.15
217,Daily Bottle,Beauty,CarePlus,3624.23
218,Plus Jacket,Home & Kitchen,Oak & Co,2420.1
219,Premium Backpack,Fashion,Aster,1538.08
220,Essential Cookware,Beauty,GlowLab,645.87
221,Premium Bottle,Sports,Sprint,1347.53
222,Premium Lamp,Sports,FitCore,9776.44
223,Plus Jacket,Home & Kitchen,PureHome,5619.32
224,Smart Backpack,Beauty,CarePlus,4206.96
225,Ultra Mixer,Fashion,StyleHub,5201.27
226,Plus Watch,Sports,Sprint,6422.11
227,Essential Keyboard,Sports,ActiveX,2305.03
228,Classic Headphones,Electronics,NovaTech,46684.25
229,Plus Speaker,Electronics,NovaTech,50342.64
230,Lite Skincare Set,Fashion,UrbanWear,4692.12
231,Lite Watch,Electronics,PixelPro,15544.07
232,Premium Bottle,Fashion,UrbanWear,5867.57
233,Premium Yoga Mat,Electronics,PixelPro,6600.86
234,Classic Mixer,Home & Kitchen,Oak & Co,14943.52
235,Plus Keyboard,Electronics,Voltix,35351.74
236,Plus Backpack,Fashion,Aster,2227.21
237,Smart Sneakers,Beauty,CarePlus,4882.86
238,Pro Headphones,Fashion,TrendLine,1654.37
239,Plus Yoga Mat,Fashion,Aster,7483.96
240,Max Mixer,Sports,FitCore,8880.28
241,Lite Mixer,Books,ReadWell,744.97
242,Classic Yoga Mat,Home & Kitchen,PureHome,7906.76
243,Plus Backpack,Electronics,PixelPro,11688.95
244,Pro Mixer,Electronics,PixelPro,73373.16
245,Max Lamp,Books,Harper,1185.43
246,Classic Keyboard,Beauty,GlowLab,384.34
247,Classic Novel,Sports,FitCore,5256.69
248,Essential Headphones,Beauty,CarePlus,697.63
249,Lite Speaker,Electronics,NovaTech,46241.05
250,Lite Mixer,Fashion,TrendLine,4219.01
251,Classic Yoga Mat,Sports,PlayPro,1103.61
252,Plus Yoga Mat,Sports,PlayPro,8213.85
253,Premium Keyboard,Electronics,NovaTech,21575.52
254,Lite Headphones,Home & Kitchen,Oak & Co,13720.52
255,Daily Yoga Mat,Electronics,SoundMax,51411.88
256,Plus Cookware,Books,Harper,1737.8
257,Plus Monitor,Fashion,TrendLine,4102.35
258,Plus Sneakers,Beauty,CarePlus,5520.43
259,Premium Lamp,Electronics,NovaTech,28904.7
260,Essential Keyboard,Home & Kitchen,PureHome,21492.96
261,Premium Novel,Beauty,HerbalNest,1567.79
262,Pro Yoga Mat,Fashion,TrendLine,5747.59
263,Daily Mixer,Sports,ActiveX,1159.54
264,Classic Lamp,Books,Penguin,1776.98
265,Max Jacket,Sports,ActiveX,9553.18
266,Ultra Headphones,Fashion,TrendLine,3705.05
267,Plus Bottle,Beauty,CarePlus,3238.82
268,Lite Keyboard,Home & Kitchen,HomeNest,15105.26
269,Pro Cookware,Home & Kitchen,Oak & Co,7165.92
270,Smart Jacket,Home & Kitchen,CookEase,16992.0
271,Lite Keyboard,Home & Kitchen,CookEase,17584.62
272,Essential Skincare Set,Electronics,SoundMax,42386.06
273,Pro Speaker,Fashion,StyleHub,1437.6
274,Premium Bottle,Electronics,SoundMax,73599.53
275,Classic Keyboard,Fashion,TrendLine,1185.85
276,Ultra Novel,Electronics,PixelPro,50630.44
277,Max Yoga Mat,Electronics,NovaTech,8964.62
278,Essential Speaker,Sports,FitCore,1717.18
279,Pro Bottle,Home & Kitchen,Oak & Co,905.24
280,Essential Cookware,Electronics,SoundMax,29578.44
281,Premium Monitor,Sports,PlayPro,6503.95
282,Premium Keyboard,Books,Harper,1010.55
283,Daily Watch,Books,Maple Press,1262.99
284,Smart Mixer,Sports,Sprint,6847.68
285,Smart Sneakers,Books,ReadWell,381.29
286,Plus Novel,Home & Kitchen,PureHome,1810.5
287,Premium Speaker,Books,Harper,1181.84
288,Essential Backpack,Books,ReadWell,1227.82
289,Pro Novel,Fashion,Aster,4586.62
290,Premium Jacket,Sports,PlayPro,2683.9
291,Plus Speaker,Sports,Sprint,8164.42
292,Smart Monitor,Sports,Sprint,1034.15
293,Essential Monitor,Books,ReadWell,1193.31
294,Premium Headphones,Fashion,UrbanWear,1227.17
295,Plus Yoga Mat,Fashion,UrbanWear,5339.25
296,Lite Monitor,Beauty,CarePlus,2622.81
297,Pro Skincare Set,Beauty,HerbalNest,4365.0
298,Plus Skincare Set,Books,Penguin,236.12
299,Classic Headphones,Books,Penguin,1065.89
300,Daily Speaker,Beauty,GlowLab,1040.29
